sample,test.result.1,test.result.2,test.result.3,conformity
P54.W65,y,y,y,TRUE
P54.W66,a,a,a,TRUE
P54.W67,n,n,n,TRUE
P54.W68,a,a,a,TRUE
P54.W69,a,n,a,FALSE
P54.W70,a,y,a,FALSE
P54.W71,a,n,a,FALSE
P54.W72,y,y,y,TRUE
P54.W73,y,y,y,TRUE
P54.W74,y,y,y,TRUE
P54.W75,a,a,y,FALSE
P54.W76,a,a,a,TRUE
P54.W77,n,a,a,FALSE
P54.W78,n,n,n,TRUE
P54.W79,y,y,y,TRUE
P54.W80,y,y,y,TRUE
P54.W81,y,y,y,TRUE
P54.W82,a,a,a,TRUE
P54.W83,y,y,y,TRUE
P54.W84,n,n,n,TRUE
P54.W85,a,a,a,TRUE
P54.W86,y,y,y,TRUE
P54.W87,a,y,a,FALSE
P54.W88,a,a,y,FALSE
P54.W89,a,a,a,TRUE
P54.W90,y,y,a,FALSE
P54.W91,n,n,n,TRUE
P54.W92,a,y,a,FALSE
P54.W93,n,a,a,FALSE
P54.W94,a,a,a,TRUE
P54.W95,y,y,y,TRUE
P54.W96,a,a,y,FALSE
P55.W01,a,y,y,FALSE
P55.W02,a,a,a,TRUE
P55.W03,a,y,y,FALSE
P55.W04,a,a,a,TRUE
P55.W05,y,a,y,FALSE
P55.W06,a,a,a,TRUE
P55.W07,y,a,a,FALSE
P55.W08,a,a,a,TRUE
P55.W09,y,y,y,TRUE
P55.W10,n,a,a,FALSE
P55.W11,y,y,y,TRUE
P55.W12,n,n,a,FALSE
P55.W13,y,y,y,TRUE
P55.W14,y,y,a,FALSE
P55.W15,a,y,y,FALSE
P55.W16,y,y,y,TRUE
P55.W17,a,a,a,TRUE
P55.W18,a,a,a,TRUE
P55.W19,y,y,y,TRUE
P55.W20,y,y,y,TRUE
P55.W21,y,a,y,FALSE
P55.W22,y,y,y,TRUE
P55.W23,a,a,a,TRUE
P55.W24,y,y,y,TRUE
P55.W25,a,a,a,TRUE
P55.W26,a,a,a,TRUE
P55.W27,y,y,y,TRUE
P55.W28,n,a,a,FALSE
P55.W29,y,y,y,TRUE
P55.W30,a,a,a,TRUE
P55.W31,y,y,y,TRUE
P55.W32,y,y,y,TRUE
P55.W33,y,y,y,TRUE
P55.W34,y,y,y,TRUE
P55.W35,a,a,y,FALSE
P55.W36,y,y,y,TRUE
P55.W37,a,a,a,TRUE
P55.W38,a,a,a,TRUE
P55.W39,y,y,y,TRUE
P55.W40,a,y,y,FALSE
P55.W41,y,y,y,TRUE
P55.W42,y,y,y,TRUE
P55.W43,y,y,y,TRUE
P55.W44,y,y,y,TRUE
P55.W45,a,a,a,TRUE
P55.W46,a,a,a,TRUE
P55.W47,a,a,y,FALSE
P55.W48,y,y,y,TRUE
P55.W49,a,y,y,FALSE
P55.W50,n,a,a,FALSE
P55.W51,y,y,y,TRUE
P55.W52,y,y,y,TRUE
P55.W53,y,y,y,TRUE
P55.W54,y,y,y,TRUE
P55.W55,y,y,y,TRUE
P55.W56,y,y,y,TRUE
P55.W57,y,y,y,TRUE
P55.W58,y,y,a,FALSE
P55.W59,y,y,y,TRUE
P55.W60,y,y,y,TRUE
P55.W61,a,a,a,TRUE
P55.W62,a,a,a,TRUE
P55.W63,y,y,y,TRUE
P55.W64,a,a,a,TRUE
P55.W65,y,a,y,FALSE
P55.W66,y,y,y,TRUE
P55.W67,a,y,a,FALSE
P55.W68,y,y,y,TRUE
P55.W69,y,a,a,FALSE
P55.W70,y,y,y,TRUE
P55.W71,n,a,a,FALSE
P55.W72,y,y,y,TRUE
P55.W73,y,y,y,TRUE
P55.W74,y,y,y,TRUE
P55.W75,y,y,y,TRUE
P55.W76,a,y,a,FALSE
P55.W77,a,a,a,TRUE
P55.W78,a,y,a,FALSE
P55.W79,y,y,y,TRUE
P55.W80,y,y,y,TRUE
P55.W81,y,y,y,TRUE
P55.W82,y,y,y,TRUE
P55.W83,y,y,y,TRUE
P55.W84,n,n,n,TRUE
P55.W85,y,a,a,FALSE
P55.W86,y,y,a,FALSE
P55.W87,a,y,a,FALSE
P55.W88,a,a,a,TRUE
P55.W89,y,y,a,FALSE
P55.W90,y,y,y,TRUE
P55.W91,y,y,y,TRUE
P55.W92,a,y,a,FALSE
P55.W93,y,a,a,FALSE
P55.W94,y,y,y,TRUE
P55.W95,y,y,y,TRUE
P55.W96,y,y,a,FALSE
P56.W01,y,y,y,TRUE
P56.W02,a,a,a,TRUE
P56.W03,a,a,a,TRUE
P56.W04,y,a,a,FALSE
P56.W05,a,y,y,FALSE
P56.W06,n,a,a,FALSE
P56.W07,y,a,a,FALSE
P56.W08,y,y,y,TRUE
P56.W09,y,y,y,TRUE
P56.W10,a,a,a,TRUE
P56.W11,y,y,y,TRUE
P56.W12,a,a,a,TRUE
P56.W13,y,y,y,TRUE
P56.W14,y,a,y,FALSE
P56.W15,y,a,y,FALSE
P56.W16,y,y,y,TRUE
P56.W17,a,a,a,TRUE
P56.W18,a,a,a,TRUE
P56.W19,y,y,y,TRUE
P56.W20,y,y,y,TRUE
P56.W21,y,y,y,TRUE
P56.W22,y,y,y,TRUE
P56.W23,a,a,a,TRUE
P56.W24,y,y,y,TRUE
P56.W25,a,a,a,TRUE
P56.W26,y,a,a,FALSE
P56.W27,y,y,y,TRUE
P56.W28,a,a,a,TRUE
P56.W29,y,y,y,TRUE
P56.W30,a,a,a,TRUE
P56.W31,y,y,y,TRUE
P56.W32,y,y,y,TRUE
P56.W33,y,y,y,TRUE
P56.W34,y,y,y,TRUE
P56.W35,a,a,a,TRUE
P56.W36,y,y,y,TRUE
P56.W37,y,a,a,FALSE
P56.W38,a,a,a,TRUE
P56.W39,y,y,y,TRUE
P56.W40,y,a,y,FALSE
P56.W41,y,y,y,TRUE
P56.W42,y,y,y,TRUE
P56.W43,y,y,y,TRUE
P56.W44,y,y,y,TRUE
P56.W45,a,y,y,FALSE
P56.W46,y,a,a,FALSE
P56.W47,a,a,a,TRUE
P56.W48,y,y,y,TRUE
P56.W49,y,y,y,TRUE
P56.W50,a,a,a,TRUE
P56.W51,y,y,y,TRUE
P56.W52,y,y,y,TRUE
P56.W53,y,y,y,TRUE
P56.W54,y,y,y,TRUE
P56.W55,y,y,y,TRUE
P56.W56,y,y,y,TRUE
P56.W57,y,y,y,TRUE
P56.W58,a,y,y,FALSE
P56.W59,y,y,y,TRUE
P56.W60,y,y,y,TRUE
P56.W61,a,a,a,TRUE
P56.W62,a,a,a,TRUE
P56.W63,a,a,y,FALSE
P56.W64,y,y,y,TRUE
P56.W65,y,y,y,TRUE
P56.W66,y,y,y,TRUE
P56.W67,a,a,y,FALSE
P56.W68,y,y,y,TRUE
P56.W69,y,a,y,FALSE
P56.W70,y,y,y,TRUE
P56.W71,a,a,a,TRUE
P56.W72,y,y,y,TRUE
P56.W73,y,y,y,TRUE
P56.W74,y,y,y,TRUE
P56.W75,y,y,y,TRUE
P56.W76,y,a,a,FALSE
P56.W77,a,a,a,TRUE
P56.W79,y,y,y,TRUE
P56.W80,y,y,y,TRUE
P56.W81,y,y,y,TRUE
P56.W82,y,a,y,FALSE
P56.W83,y,y,y,TRUE
P56.W84,n,n,n,TRUE
P56.W85,a,y,a,FALSE
P56.W86,y,y,y,TRUE
P56.W87,a,y,y,FALSE
P56.W88,a,a,a,TRUE
P56.W89,y,y,y,TRUE
P56.W90,y,y,y,TRUE
P56.W91,y,y,y,TRUE
P56.W92,y,y,y,TRUE
P56.W93,a,a,a,TRUE
P56.W94,y,y,y,TRUE
P56.W95,y,y,y,TRUE
P56.W96,y,y,y,TRUE
P57.W01,y,y,a,FALSE
P57.W03,n,a,n,FALSE
P57.W04,a,a,a,TRUE
P57.W05,a,y,a,FALSE
P57.W06,a,a,a,TRUE
P57.W07,a,y,y,FALSE
P57.W08,a,y,y,FALSE
P57.W09,y,y,y,TRUE
P57.W10,n,a,a,FALSE
P57.W11,y,y,y,TRUE
P57.W12,n,n,n,TRUE
P57.W13,a,y,y,FALSE
P57.W14,y,a,a,FALSE
P57.W15,a,y,y,FALSE
P57.W16,y,y,a,FALSE
P57.W17,n,a,a,FALSE
P57.W18,a,a,a,TRUE
P57.W19,y,y,y,TRUE
P57.W20,y,y,y,TRUE
P57.W21,y,y,y,TRUE
P57.W22,y,y,y,TRUE
P57.W23,a,a,a,TRUE
P57.W24,y,y,y,TRUE
P57.W25,a,y,a,FALSE
P57.W26,a,a,a,TRUE
P57.W27,a,y,y,FALSE
P57.W28,a,a,a,TRUE
P57.W29,y,y,y,TRUE
P57.W30,y,y,y,TRUE
P57.W31,y,y,y,TRUE
P57.W32,y,y,y,TRUE
P57.W33,y,y,y,TRUE
P57.W34,y,y,y,TRUE
P57.W35,a,a,y,FALSE
P57.W36,y,y,y,TRUE
P57.W37,a,a,y,FALSE
P57.W38,a,y,a,FALSE
P57.W39,y,y,y,TRUE
P57.W40,y,a,a,FALSE
P57.W41,y,y,y,TRUE
P57.W42,y,y,y,TRUE
P57.W43,y,y,y,TRUE
P57.W44,a,a,a,TRUE
P57.W45,a,a,y,FALSE
P57.W46,a,a,a,TRUE
P57.W47,a,a,a,TRUE
P57.W48,y,y,y,TRUE
P57.W49,y,y,y,TRUE
P57.W50,a,a,a,TRUE
P57.W51,y,y,y,TRUE
P57.W52,y,y,y,TRUE
P57.W53,y,y,y,TRUE
P57.W54,y,y,y,TRUE
P57.W55,y,y,y,TRUE
P57.W56,y,y,y,TRUE
P57.W57,y,y,y,TRUE
P57.W58,y,a,y,FALSE
P57.W59,a,y,y,FALSE
P57.W60,y,y,y,TRUE
P57.W61,a,a,a,TRUE
P57.W62,a,a,a,TRUE
P57.W63,a,a,a,TRUE
P57.W64,a,a,a,TRUE
P57.W65,a,a,y,FALSE
P57.W66,y,y,y,TRUE
P57.W67,a,a,y,FALSE
P57.W68,a,y,a,FALSE
P57.W69,a,y,a,FALSE
P57.W70,y,y,y,TRUE
P57.W71,n,a,a,FALSE
P57.W72,y,y,y,TRUE
P57.W73,y,y,y,TRUE
P57.W74,y,y,y,TRUE
P57.W75,y,y,y,TRUE
P57.W76,y,a,y,FALSE
P57.W77,a,a,a,TRUE
P57.W79,y,y,y,TRUE
P57.W80,y,y,y,TRUE
P57.W81,y,y,y,TRUE
P57.W82,y,y,y,TRUE
P57.W83,y,y,y,TRUE
P57.W84,n,n,n,TRUE
P57.W85,a,a,a,TRUE
P57.W86,a,a,a,TRUE
P57.W87,a,a,a,TRUE
P57.W88,a,a,a,TRUE
P57.W89,y,y,y,TRUE
P57.W90,y,y,y,TRUE
P57.W91,a,a,y,FALSE
P57.W92,y,a,y,FALSE
P57.W93,a,a,a,TRUE
P57.W94,y,y,y,TRUE
P57.W95,y,y,y,TRUE
P57.W96,y,y,a,FALSE
P58.W01,a,y,y,FALSE
P58.W03,n,a,a,FALSE
P58.W04,a,a,a,TRUE
P58.W05,y,a,y,FALSE
P58.W06,a,n,a,FALSE
P58.W07,y,y,y,TRUE
P58.W08,y,y,y,TRUE
P58.W09,y,y,y,TRUE
P58.W10,a,a,a,TRUE
P58.W11,y,y,y,TRUE
P58.W12,n,a,a,FALSE
P58.W13,a,y,a,FALSE
P58.W14,y,a,y,FALSE
P58.W15,y,a,a,FALSE
P58.W16,y,y,y,TRUE
P58.W17,n,a,a,FALSE
P58.W18,a,a,a,TRUE
P58.W19,y,y,y,TRUE
P58.W20,y,y,y,TRUE
P58.W21,y,y,y,TRUE
P58.W22,y,y,y,TRUE
P58.W23,a,a,a,TRUE
P58.W24,y,y,y,TRUE
P58.W25,a,a,a,TRUE
P58.W26,a,a,a,TRUE
P58.W27,a,a,a,TRUE
P58.W28,y,a,a,FALSE
P58.W29,y,y,y,TRUE
P58.W30,y,a,a,FALSE
P58.W31,y,y,y,TRUE
P58.W32,y,y,y,TRUE
P58.W33,y,y,y,TRUE
P58.W34,a,y,y,FALSE
P58.W35,a,a,a,TRUE
P58.W36,y,y,y,TRUE
P58.W37,a,a,a,TRUE
P58.W38,a,a,a,TRUE
P58.W39,y,y,y,TRUE
P58.W40,y,y,a,FALSE
P58.W41,y,y,y,TRUE
P58.W42,y,y,y,TRUE
P58.W43,y,y,y,TRUE
P58.W44,y,y,y,TRUE
P58.W45,a,a,a,TRUE
P58.W46,y,a,a,FALSE
P58.W47,a,a,a,TRUE
P58.W48,y,y,y,TRUE
P58.W49,y,y,y,TRUE
P58.W50,a,a,a,TRUE
P58.W51,y,y,a,FALSE
P58.W52,y,y,y,TRUE
P58.W53,y,y,y,TRUE
P58.W54,y,y,y,TRUE
P58.W55,y,y,y,TRUE
P58.W56,y,y,y,TRUE
P58.W57,y,y,y,TRUE
P58.W58,y,y,y,TRUE
P58.W59,y,y,y,TRUE
P58.W60,y,y,y,TRUE
P58.W61,a,a,a,TRUE
P58.W62,a,a,a,TRUE
P58.W63,a,a,a,TRUE
P58.W64,a,a,y,FALSE
P58.W65,a,y,y,FALSE
P58.W66,y,y,y,TRUE
P58.W67,y,a,y,FALSE
P58.W68,y,y,y,TRUE
P58.W69,a,y,y,FALSE
P58.W70,y,y,y,TRUE
P58.W72,y,y,y,TRUE
P58.W73,y,y,y,TRUE
P58.W74,y,y,y,TRUE
P58.W75,y,y,y,TRUE
P58.W76,a,a,y,FALSE
P58.W77,a,a,a,TRUE
P58.W78,a,y,y,FALSE
P58.W79,y,y,y,TRUE
P58.W80,y,y,y,TRUE
P58.W81,y,y,y,TRUE
P58.W82,y,y,y,TRUE
P58.W83,y,y,y,TRUE
P58.W84,n,n,a,FALSE
P58.W85,a,a,a,TRUE
P58.W86,y,y,y,TRUE
P58.W88,a,a,y,FALSE
P58.W89,y,y,y,TRUE
P58.W90,y,y,y,TRUE
P58.W91,y,y,y,TRUE
P58.W92,a,y,y,FALSE
P58.W93,a,a,a,TRUE
P58.W94,y,y,y,TRUE
P58.W95,y,y,y,TRUE
P58.W96,y,y,y,TRUE
P59.W01,a,a,y,FALSE
P59.W02,a,n,a,FALSE
P59.W03,n,a,a,FALSE
P59.W04,n,a,n,FALSE
P59.W05,a,y,y,FALSE
P59.W06,a,n,a,FALSE
P59.W07,a,a,a,TRUE
P59.W08,a,y,a,FALSE
P59.W09,y,y,y,TRUE
P59.W10,a,n,a,FALSE
P59.W11,y,y,y,TRUE
P59.W12,n,n,n,TRUE
P59.W13,y,y,y,TRUE
P59.W14,a,a,a,TRUE
P59.W15,y,a,y,FALSE
P59.W16,a,y,y,FALSE
P59.W17,a,y,a,FALSE
P59.W18,a,a,a,TRUE
P59.W19,y,y,y,TRUE
P59.W20,y,a,y,FALSE
P59.W21,y,a,a,FALSE
P59.W22,y,y,y,TRUE
P59.W23,y,a,a,FALSE
P59.W24,y,y,y,TRUE
P59.W25,a,a,a,TRUE
P59.W26,a,a,a,TRUE
P59.W27,a,a,a,TRUE
P59.W28,a,a,a,TRUE
P59.W29,y,y,y,TRUE
P59.W30,a,a,a,TRUE
P59.W31,y,y,y,TRUE
P59.W32,y,y,y,TRUE
P59.W33,y,y,y,TRUE
P59.W34,y,a,y,FALSE
P59.W35,a,a,a,TRUE
P59.W36,y,y,y,TRUE
P59.W37,a,a,a,TRUE
P59.W38,a,a,a,TRUE
P59.W39,a,a,a,TRUE
P59.W40,y,y,y,TRUE
P59.W41,y,y,y,TRUE
P59.W42,y,y,y,TRUE
P59.W43,y,a,y,FALSE
P59.W44,a,a,a,TRUE
P59.W45,a,a,a,TRUE
P59.W46,n,a,a,FALSE
P59.W47,a,a,y,FALSE
P59.W48,y,a,y,FALSE
P59.W49,a,a,a,TRUE
P59.W50,n,a,a,FALSE
P59.W51,n,n,n,TRUE
P59.W52,a,y,y,FALSE
P59.W53,y,y,a,FALSE
P59.W54,a,a,y,FALSE
P59.W55,y,y,y,TRUE
P59.W56,y,y,y,TRUE
P59.W57,y,y,y,TRUE
P59.W58,a,y,a,FALSE
P59.W59,y,a,y,FALSE
P59.W60,y,y,y,TRUE
P59.W61,a,a,a,TRUE
P59.W62,a,a,a,TRUE
P59.W63,a,a,a,TRUE
P59.W64,a,y,a,FALSE
P59.W65,y,y,y,TRUE
P59.W66,y,y,y,TRUE
P59.W67,a,a,a,TRUE
P59.W68,y,y,y,TRUE
P59.W69,a,y,a,FALSE
P59.W70,y,y,y,TRUE
P59.W71,n,a,a,FALSE
P59.W72,y,y,a,FALSE
P59.W73,y,y,y,TRUE
P59.W74,y,y,y,TRUE
P59.W75,a,a,a,TRUE
P59.W76,a,a,y,FALSE
P59.W77,n,a,a,FALSE
P59.W78,a,a,a,TRUE
P59.W79,y,y,y,TRUE
P59.W80,y,y,y,TRUE
P59.W81,y,y,y,TRUE
P59.W82,a,y,y,FALSE
P59.W83,y,y,y,TRUE
P59.W84,n,a,n,FALSE
P59.W85,a,a,a,TRUE
P59.W86,a,a,y,FALSE
P59.W87,n,n,n,TRUE
P59.W88,a,y,a,FALSE
P59.W89,y,y,y,TRUE
P59.W90,y,y,y,TRUE
P59.W91,a,y,y,FALSE
P59.W92,a,a,a,TRUE
P59.W93,a,a,a,TRUE
P59.W94,y,y,y,TRUE
P59.W95,y,y,y,TRUE
P59.W96,y,y,y,TRUE
P60.W01,y,y,y,TRUE
P60.W03,y,a,a,FALSE
P60.W05,y,y,y,TRUE
P60.W06,a,a,y,FALSE
P60.W07,a,a,y,FALSE
P60.W08,y,y,y,TRUE
P60.W09,y,y,y,TRUE
P60.W10,a,a,a,TRUE
P60.W11,y,y,y,TRUE
P60.W13,y,y,y,TRUE
P60.W15,a,a,a,TRUE
P60.W16,y,y,y,TRUE
P60.W17,y,y,a,FALSE
P60.W18,a,a,y,FALSE
P60.W19,y,y,y,TRUE
P60.W20,y,y,y,TRUE
P60.W21,y,y,y,TRUE
P60.W22,y,y,y,TRUE
P60.W23,a,a,a,TRUE
P60.W24,y,y,y,TRUE
P60.W25,a,a,a,TRUE
P60.W26,a,a,a,TRUE
P60.W27,a,y,a,FALSE
P60.W28,a,a,a,TRUE
P60.W29,y,y,y,TRUE
P60.W30,a,a,a,TRUE
P60.W31,y,y,y,TRUE
P60.W32,y,y,y,TRUE
P60.W33,y,y,y,TRUE
P60.W34,y,a,y,FALSE
P60.W35,y,a,y,FALSE
P60.W36,y,y,y,TRUE
P60.W37,a,a,a,TRUE
P60.W38,y,a,a,FALSE
P60.W39,y,y,y,TRUE
P60.W40,y,a,y,FALSE
P60.W41,y,y,y,TRUE
P60.W42,y,y,y,TRUE
P60.W43,y,y,a,FALSE
P60.W44,a,y,a,FALSE
P60.W45,y,a,y,FALSE
P60.W46,a,a,a,TRUE
P60.W47,a,a,a,TRUE
P60.W48,y,y,y,TRUE
P60.W49,y,y,y,TRUE
P60.W50,a,a,a,TRUE
P60.W51,y,y,y,TRUE
P60.W52,y,y,y,TRUE
P60.W53,y,y,y,TRUE
P60.W54,y,y,y,TRUE
P60.W55,y,y,y,TRUE
P60.W56,y,y,y,TRUE
P60.W57,y,y,y,TRUE
P60.W58,y,y,y,TRUE
P60.W59,y,y,y,TRUE
P60.W60,y,y,y,TRUE
P60.W61,y,a,a,FALSE
P60.W62,y,a,a,FALSE
P60.W63,y,y,y,TRUE
P60.W64,a,y,y,FALSE
P60.W65,y,y,y,TRUE
P60.W66,y,y,y,TRUE
P60.W67,y,a,a,FALSE
P60.W68,y,y,y,TRUE
P60.W69,y,y,y,TRUE
P60.W70,y,y,y,TRUE
P60.W71,a,a,a,TRUE
P60.W72,y,a,y,FALSE
P60.W73,y,y,y,TRUE
P60.W74,y,y,y,TRUE
P60.W75,a,a,y,FALSE
P60.W76,y,y,y,TRUE
P60.W77,a,a,y,FALSE
P60.W78,y,a,a,FALSE
P60.W79,y,y,y,TRUE
P60.W80,y,y,y,TRUE
P60.W81,y,y,y,TRUE
P60.W82,y,y,y,TRUE
P60.W83,y,y,y,TRUE
P60.W84,n,n,n,TRUE
P60.W85,a,a,a,TRUE
P60.W86,y,y,y,TRUE
P60.W87,a,a,a,TRUE
P60.W88,y,a,y,FALSE
P60.W89,y,y,y,TRUE
P60.W90,y,y,y,TRUE
P60.W91,y,y,y,TRUE
P60.W92,y,y,y,TRUE
P60.W93,a,a,a,TRUE
P60.W94,y,y,y,TRUE
P60.W95,y,y,y,TRUE
P60.W96,y,a,y,FALSE
P61.W01,y,y,y,TRUE
P61.W02,n,n,a,FALSE
P61.W03,a,a,a,TRUE
P61.W04,n,n,a,FALSE
P61.W05,y,y,y,TRUE
P61.W06,a,a,a,TRUE
P61.W07,a,y,a,FALSE
P61.W08,a,y,a,FALSE
P61.W09,y,y,a,FALSE
P61.W10,n,a,n,FALSE
P61.W11,y,y,y,TRUE
P61.W12,n,n,n,TRUE
P61.W13,y,y,y,TRUE
P61.W14,a,y,a,FALSE
P61.W15,a,y,y,FALSE
P61.W16,y,y,a,FALSE
P61.W17,a,a,a,TRUE
P61.W18,a,n,a,FALSE
P61.W19,y,y,y,TRUE
P61.W20,a,y,a,FALSE
P61.W21,a,y,a,FALSE
P61.W22,y,a,a,FALSE
P61.W23,a,a,a,TRUE
P61.W24,y,a,a,FALSE
P61.W25,a,a,a,TRUE
P61.W26,a,a,a,TRUE
P61.W27,y,a,y,FALSE
P61.W28,a,a,a,TRUE
P61.W29,y,y,a,FALSE
P61.W30,n,a,a,FALSE
P61.W31,y,y,y,TRUE
P61.W32,y,y,y,TRUE
P61.W33,y,y,y,TRUE
P61.W34,a,y,y,FALSE
P61.W35,a,a,a,TRUE
P61.W36,y,y,a,FALSE
P61.W37,a,a,a,TRUE
P61.W38,a,n,n,FALSE
P61.W39,a,a,y,FALSE
P61.W40,a,a,a,TRUE
P61.W41,y,a,a,FALSE
P61.W42,a,y,a,FALSE
P61.W43,y,y,y,TRUE
P61.W44,y,y,y,TRUE
P61.W45,a,a,a,TRUE
P61.W46,a,a,a,TRUE
P61.W47,n,a,a,FALSE
P61.W48,y,y,y,TRUE
P61.W49,a,a,a,TRUE
P61.W50,a,a,a,TRUE
P61.W51,a,a,y,FALSE
P61.W52,y,a,y,FALSE
P61.W53,a,a,a,TRUE
P61.W54,a,a,a,TRUE
P61.W55,y,y,y,TRUE
P61.W56,y,y,y,TRUE
P61.W57,a,a,y,FALSE
P61.W58,a,a,a,TRUE
P61.W59,a,a,a,TRUE
P61.W60,a,y,a,FALSE
P61.W61,a,a,a,TRUE
P61.W62,a,a,a,TRUE
P61.W63,y,y,y,TRUE
P61.W64,y,a,a,FALSE
P61.W65,y,a,y,FALSE
P61.W66,y,y,y,TRUE
P61.W67,y,y,y,TRUE
P61.W68,a,a,a,TRUE
P61.W69,a,a,a,TRUE
P61.W70,a,y,y,FALSE
P61.W71,n,n,a,FALSE
P61.W72,y,y,y,TRUE
P61.W73,y,y,a,FALSE
P61.W74,y,y,y,TRUE
P61.W75,a,y,y,FALSE
P61.W76,a,a,a,TRUE
P61.W77,n,n,n,TRUE
P61.W78,y,a,a,FALSE
P61.W79,y,y,y,TRUE
P61.W80,y,y,y,TRUE
P61.W81,y,y,y,TRUE
P61.W82,a,a,a,TRUE
P61.W83,y,y,y,TRUE
P61.W84,n,n,n,TRUE
P61.W85,a,a,a,TRUE
P61.W86,a,y,y,FALSE
P61.W87,a,a,a,TRUE
P61.W88,a,y,y,FALSE
P61.W89,a,y,a,FALSE
P61.W90,y,y,y,TRUE
P61.W91,y,a,a,FALSE
P61.W92,a,a,a,TRUE
P61.W93,a,a,a,TRUE
P61.W94,n,n,n,TRUE
P61.W95,y,y,y,TRUE
P61.W96,y,y,y,TRUE
P62.W01,y,y,y,TRUE
P62.W02,a,a,a,TRUE
P62.W03,a,a,a,TRUE
P62.W05,y,y,y,TRUE
P62.W06,a,n,a,FALSE
P62.W07,y,a,y,FALSE
P62.W08,y,y,y,TRUE
P62.W09,y,y,y,TRUE
P62.W10,a,a,a,TRUE
P62.W11,y,y,y,TRUE
P62.W12,n,a,a,FALSE
P62.W13,y,y,y,TRUE
P62.W14,a,y,y,FALSE
P62.W15,y,y,y,TRUE
P62.W16,y,y,y,TRUE
P62.W17,a,y,y,FALSE
P62.W18,a,a,a,TRUE
P62.W19,y,y,y,TRUE
P62.W20,y,y,a,FALSE
P62.W21,a,a,a,TRUE
P62.W22,y,y,y,TRUE
P62.W23,a,a,a,TRUE
P62.W24,y,y,y,TRUE
P62.W25,a,y,a,FALSE
P62.W26,a,a,a,TRUE
P62.W27,y,y,y,TRUE
P62.W28,a,a,a,TRUE
P62.W29,y,y,y,TRUE
P62.W30,a,a,a,TRUE
P62.W31,y,y,y,TRUE
P62.W32,y,y,y,TRUE
P62.W33,y,y,y,TRUE
P62.W34,y,y,y,TRUE
P62.W35,a,a,a,TRUE
P62.W36,y,y,y,TRUE
P62.W37,y,a,a,FALSE
P62.W38,a,a,a,TRUE
P62.W39,y,y,y,TRUE
P62.W40,y,y,y,TRUE
P62.W41,y,y,y,TRUE
P62.W42,y,y,y,TRUE
P62.W43,y,y,y,TRUE
P62.W44,y,y,y,TRUE
P62.W45,y,a,y,FALSE
P62.W46,a,a,a,TRUE
P62.W47,a,a,y,FALSE
P62.W48,y,y,y,TRUE
P62.W49,y,y,y,TRUE
P62.W50,a,y,a,FALSE
P62.W51,y,y,y,TRUE
P62.W52,y,y,y,TRUE
P62.W53,y,y,y,TRUE
P62.W54,y,y,y,TRUE
P62.W55,y,y,y,TRUE
P62.W56,y,y,y,TRUE
P62.W57,y,y,y,TRUE
P62.W58,y,a,a,FALSE
P62.W59,y,y,y,TRUE
P62.W60,y,y,y,TRUE
P62.W61,a,a,a,TRUE
P62.W62,a,a,a,TRUE
P62.W63,y,a,a,FALSE
P62.W64,a,y,a,FALSE
P62.W65,y,y,y,TRUE
P62.W66,y,y,y,TRUE
P62.W67,a,a,a,TRUE
P62.W68,y,y,y,TRUE
P62.W69,a,y,y,FALSE
P62.W70,y,y,y,TRUE
P62.W71,a,a,a,TRUE
P62.W72,y,y,y,TRUE
P62.W73,y,y,y,TRUE
P62.W74,y,y,y,TRUE
P62.W75,y,y,y,TRUE
P62.W76,a,y,a,FALSE
P62.W77,a,a,a,TRUE
P62.W78,y,a,y,FALSE
P62.W79,y,y,y,TRUE
P62.W80,y,y,y,TRUE
P62.W81,y,y,y,TRUE
P62.W82,y,y,y,TRUE
P62.W83,y,y,y,TRUE
P62.W84,n,n,n,TRUE
P62.W85,a,a,a,TRUE
P62.W86,y,y,y,TRUE
P62.W88,y,a,a,FALSE
P62.W89,y,y,y,TRUE
P62.W90,y,y,y,TRUE
P62.W91,y,y,y,TRUE
P62.W92,a,a,y,FALSE
P62.W93,y,a,a,FALSE
P62.W95,y,y,y,TRUE
P62.W96,y,y,y,TRUE
P63.W01,y,a,a,FALSE
P63.W02,a,n,n,FALSE
P63.W03,a,a,a,TRUE
P63.W04,a,a,a,TRUE
P63.W05,y,y,a,FALSE
P63.W06,n,a,a,FALSE
P63.W07,a,a,y,FALSE
P63.W08,y,a,y,FALSE
P63.W09,y,y,y,TRUE
P63.W10,n,n,a,FALSE
P63.W11,a,a,a,TRUE
P63.W12,n,n,n,TRUE
P63.W13,y,y,y,TRUE
P63.W14,a,n,a,FALSE
P63.W15,a,y,y,FALSE
P63.W16,a,a,a,TRUE
P63.W17,y,y,y,TRUE
P63.W18,y,a,a,FALSE
P63.W19,y,y,y,TRUE
P63.W20,y,y,y,TRUE
P63.W21,y,y,y,TRUE
P63.W22,a,a,a,TRUE
P63.W23,a,a,a,TRUE
P63.W24,a,a,y,FALSE
P63.W25,a,a,a,TRUE
P63.W26,n,a,a,FALSE
P63.W27,y,y,y,TRUE
P63.W28,a,n,a,FALSE
P63.W29,a,y,a,FALSE
P63.W30,a,a,a,TRUE
P63.W31,y,y,y,TRUE
P63.W32,a,y,y,FALSE
P63.W33,y,y,y,TRUE
P63.W34,a,y,y,FALSE
P63.W35,a,a,a,TRUE
